generation,genome_id,episode,reward,initial_distance,final_distance,avg_distance,distance_improvement,steps,goal_reached,initial_x,initial_z,final_x,final_z,target_x,target_z
2,49,3,2.4511248382480053,2273.000015706423,2133.9775189414627,2152.2663814327484,139.02249676496012,30,False,-1171.0,0.2672104,-1013.436,-280.6966,1102.0,0.0
2,50,1,10.82992680242273,2273.0070154318055,1982.058479383351,2090.218970517861,290.94853604845457,30,False,-1171.007,0.2648645,-821.945,-476.4362,1102.0,0.0
2,50,2,9.372424898758162,2273.000015703719,2016.7915177285556,2107.5218791363845,256.20849797516325,30,False,-1171.0,0.2671874,-862.6669,-455.5568,1102.0,0.0
2,50,3,14.627687976442916,2273.000015750797,1898.5912562219387,2046.342104454227,374.40875952885835,30,False,-1171.0,0.2675876,-718.1908,-539.9576,1102.0,0.0
2,51,1,1.6716193503406416,2273.000015639662,2149.567628632849,2155.794302957691,123.43238700681286,30,False,-1171.0,0.2666419,-1007.098,-415.1465,1102.0,0.0
2,51,2,1.8597910736384828,2273.003015320576,2145.8071938478065,2157.4799543095382,127.1958214727697,30,False,-1171.003,0.263908,-1007.887,-390.98,1102.0,0.0
2,51,3,0.47451773671179964,2273.0070154448827,2173.5166607106466,2156.1674897814337,99.490354734236,30,False,-1171.007,0.2649767,-1030.714,-419.1726,1102.0,0.0
2,52,1,-62.39283147576278,2273.00001570848,3439.871645223736,2340.420414321082,-1166.8716295152558,30,False,-1171.0,0.2672279,-2312.338,418.3455,1102.0,0.0
2,52,2,37.181181917515595,2273.000015752728,1456.5313774024162,1667.6845893971524,816.4686383503117,30,False,-1171.0,0.267604,-319.5883,-317.1283,1102.0,0.0
2,52,3,-38.8864270084149,2273.004015439261,2978.792555607559,2136.892431711345,-705.7885401682979,30,False,-1171.004,0.2649283,-1772.099,-782.7899,1102.0,0.0
2,53,1,2.37295443111559,2273.0000157499494,2135.5409271276376,2148.4543059775756,137.4590886223118,30,False,-1171.0,0.2675804,-995.1201,-403.2646,1102.0,0.0
2,53,2,2.1885473755000238,2273.000015703143,2139.2290681931427,2152.6677450657703,133.7709475100005,30,False,-1171.0,0.2671825,-999.4237,-400.3991,1102.0,0.0
2,53,3,1.9407937560443056,2273.006015636125,2144.190140515239,2154.6721843377873,128.81587512088618,30,False,-1171.006,0.2666121,-1002.191,-412.2276,1102.0,0.0
2,54,1,64.78439232916074,2273.0000158145385,993.2971692313232,1170.2716582436235,1279.7028465832154,30,False,-1171.0,0.2681285,1262.945,-980.1714,1102.0,0.0
2,54,2,74.20891664856967,2273.0000157260024,765.3316827546081,1119.2807362151805,1507.6683329713942,30,False,-1171.0,0.2673769,1489.132,-660.198,1102.0,0.0
2,54,3,78.79803389968538,2273.016016520722,681.6853385270142,1046.781761184874,1591.330677993708,30,False,-1171.016,0.2740506,1284.133,656.9037,1102.0,0.0
2,55,1,2.744357562686331,2273.0050153731577,2128.117864119431,2141.468150797834,144.88715125372664,30,False,-1171.005,0.2643606,-988.3984,-398.8987,1102.0,0.0
2,55,2,3.9355868280108095,2273.014015537768,2104.302278977552,2137.9394491855637,168.7117365602162,30,False,-1171.014,0.2657727,-965.6766,-390.8984,1102.0,0.0
2,55,3,3.8351638333720057,2273.000015688571,2106.2967390211306,2138.75531761646,166.70327666744015,30,False,-1171.0,0.2670585,-967.5204,-391.8817,1102.0,0.0
2,56,1,6.010191675324674,2273.0000157383324,2062.796182231839,2081.323803042396,210.20383350649354,30,False,-1171.0,0.2674817,-941.11,-284.3055,1102.0,0.0
2,56,2,6.114665627749739,2273.000015678057,2060.706703123062,2085.3401498111507,212.29331255499483,30,False,-1171.0,0.266969,-937.7384,-293.2224,1102.0,0.0
2,56,3,6.357642178866372,2273.0000157110076,2055.84717213368,2083.406408408032,217.15284357732753,30,False,-1171.0,0.2672494,-931.2451,-304.0098,1102.0,0.0
